appid,Genre
360010,Indie
360010,RPG
360020,Simulation
360030,Indie
360030,RPG
360040,Casual
360040,Indie
360040,RPG
360080,Simulation
360090,Indie
360090,RPG
360090,Strategy
360091,Indie
360091,RPG
360091,Strategy
360092,Indie
360092,RPG
360092,Strategy
360093,Indie
360093,RPG
360093,Strategy
360094,Indie
360094,RPG
360094,Strategy
360095,Indie
360095,RPG
360095,Strategy
360096,Indie
360096,RPG
360096,Strategy
360097,Indie
360097,RPG
360097,Strategy
360098,Indie
360098,RPG
360098,Strategy
360099,Indie
360099,RPG
360099,Strategy
360110,Indie
360110,RPG
360110,Strategy
360111,Indie
360111,RPG
360111,Strategy
360112,Indie
360112,RPG
360112,Strategy
360113,Indie
360113,RPG
360113,Strategy
360114,Indie
360114,RPG
360114,Strategy
360115,Indie
360115,RPG
360115,Strategy
360120,Indie
360120,RPG
360120,Strategy
360130,Action
360130,Casual
360130,Indie
360140,Indie
360150,Action
360150,Adventure
360150,RPG
360170,Action
360170,Adventure
360170,"Early Access"
360170,RPG
360240,Action
360240,"Free to Play"
360240,Strategy
360250,Action
360250,Adventure
360250,Indie
360250,Racing
360270,Adventure
360280,Adventure
360340,Adventure
360340,Indie
360350,Simulation
360360,Adventure
360360,Indie
360380,Adventure
360380,Casual
360380,Indie
360380,Simulation
360380,Strategy
360390,Indie
360390,Strategy
360420,Indie
360420,RPG
360420,Strategy
360421,Indie
360421,RPG
360421,Strategy
360422,Indie
360422,RPG
360422,Strategy
360423,Indie
360423,RPG
360423,Strategy
360424,Indie
360424,RPG
360424,Strategy
360425,Indie
360425,RPG
360425,Strategy
360426,Indie
360426,RPG
360426,Strategy
360427,Indie
360427,RPG
360427,Strategy
360428,Indie
360428,RPG
360428,Strategy
360450,Action
360450,Indie
360450,Simulation
360510,Action
360510,Adventure
360510,Indie
360510,Simulation
360510,Strategy
360520,Action
360520,Casual
360520,Indie
360530,Action
360530,Indie
360550,Indie
360560,Indie
360580,Action
360580,Casual
360580,Indie
360580,Simulation
360590,Action
360590,Adventure
360590,Casual
360590,Indie
360590,"Massively Multiplayer"
360590,RPG
360590,Simulation
360590,Strategy
360600,Action
360600,Indie
360620,Action
360620,"Early Access"
360620,Indie
360640,Casual
360640,Strategy
360650,Casual
360650,Strategy
360680,Action
360680,Adventure
360680,Indie
360720,Casual
360720,Indie
360720,Strategy
360730,Indie
360730,"Massively Multiplayer"
360730,Strategy
360740,Action
360740,Adventure
360740,Indie
360750,Action
360750,Indie
360760,"Free to Play"
360790,"Audio Production"
360820,Action
360820,Adventure
360820,Indie
360840,Adventure
360840,Indie
360850,Casual
360850,Indie
360870,Casual
360870,"Free to Play"
360880,"Early Access"
360880,Indie
360880,Simulation
360890,Action
360890,Adventure
360890,Casual
360890,Indie
360890,Simulation
360940,Action
360940,Indie
360950,Action
360950,"Early Access"
360950,Indie
360960,Action
360960,Adventure
360960,Indie
360990,Indie
361020,Casual
361020,Strategy
361040,"Early Access"
361040,Indie
361040,RPG
361060,Adventure
361060,Indie
361070,Action
361070,Adventure
361070,Indie
361110,Action
361110,Adventure
361110,Indie
361130,Indie
361130,RPG
361130,Strategy
361160,Strategy
361180,Action
361180,Adventure
361180,"Free to Play"
361180,"Massively Multiplayer"
361180,RPG
361181,Action
361181,Adventure
361181,"Free to Play"
361181,"Massively Multiplayer"
361181,RPG
361182,Action
361182,Adventure
361182,"Free to Play"
361182,"Massively Multiplayer"
361182,RPG
361183,Action
361183,Adventure
361183,"Free to Play"
361183,"Massively Multiplayer"
361183,RPG
361190,Action
361190,Casual
361190,Indie
361190,Simulation
361200,Adventure
361200,Simulation
361210,"Animation & Modeling"
361210,"Design & Illustration"
361210,Education
361210,"Software Training"
361210,Utilities
361250,Action
361250,"Early Access"
361250,Indie
361250,Simulation
361280,"Early Access"
361280,Indie
361280,Simulation
361290,Simulation
361300,Action
361300,Indie
361310,Action
361310,Indie
361312,Action
361312,Indie
361313,Action
361313,Indie
361314,Action
361314,Indie
361320,Simulation
361320,Strategy
361330,Action
361330,Adventure
361330,"Early Access"
361330,Indie
361330,RPG
361350,Action
361350,"Early Access"
361350,Indie
361360,Adventure
361360,Casual
361380,Strategy
361400,Casual
361420,Adventure
361420,"Early Access"
361420,Indie
361430,Indie
361430,Simulation
361440,Action
361440,Indie
361470,Action
361470,"Free to Play"
361500,Adventure
361500,Indie
361520,Action
361520,Casual
361520,Indie
361520,Simulation
361520,Strategy
361540,"Free to Play"
361540,Indie
361540,Strategy
361541,"Free to Play"
361541,Indie
361541,Strategy
361542,"Free to Play"
361542,Indie
361542,Strategy
361550,Adventure
361550,Indie
361560,Action
361560,Indie
361600,Action
361600,Adventure
361600,Indie
361620,Casual
361620,Indie
361630,Action
361630,Indie
361640,Action
361640,Adventure
361660,Action
361660,Indie
361670,Action
361680,Action
361680,Casual
361680,Indie
361690,Action
361800,"Early Access"
361800,Indie
361800,"Massively Multiplayer"
361800,RPG
361820,Racing
361820,Simulation
361830,Action
361830,Indie
361841,Racing
361841,Simulation
361842,Racing
361842,Simulation
361850,Adventure
361850,Casual
361870,Indie
361870,RPG
361870,Strategy
361880,Action
361880,Adventure
361880,Casual
361880,Indie
361880,Simulation
361880,Sports
361890,Strategy
361930,Casual
361930,Indie
361930,Simulation
361950,Adventure
361950,Casual
361950,Simulation
361950,Strategy
361970,Casual
361970,Indie
361970,Simulation
361970,Strategy
361990,Indie
362010,Indie
362010,RPG
362010,Strategy
362020,Adventure
362020,Casual
362020,Indie
362020,RPG
362030,Adventure
362030,Casual
362040,Action
362040,Casual
362040,Indie
362050,Action
362050,Indie
362070,"Free to Play"
362070,"Massively Multiplayer"
362090,Indie
362090,RPG
362100,Indie
362100,RPG
362100,Simulation
362100,Strategy
362110,Action
362110,Adventure
362110,Indie
362110,RPG
362130,Adventure
362130,Casual
362130,Indie
362130,RPG
362140,Adventure
362140,Casual
362140,Indie
362140,RPG
362160,RPG
362290,Adventure
362290,Indie
362290,Simulation
362290,Strategy
362310,Action
362310,"Early Access"
362310,Indie
362310,RPG
362320,Indie
362320,RPG
362320,Strategy
362340,Action
362340,Adventure
362340,Indie
362350,Casual
362350,Indie
362350,Strategy
362360,Casual
362360,Simulation
362360,Sports
362370,Action
362370,Casual
362370,Indie
362380,Action
362380,Indie
362380,Sports
362400,"Free to Play"
362400,Strategy
362410,Adventure
362410,Indie
362420,Casual
362420,Indie
362420,RPG
362420,Simulation
362440,Action
362440,Adventure
362440,Indie
362440,Racing
362460,Action
362460,Indie
362490,Action
362490,Adventure
362490,"Early Access"
362490,Indie
362490,RPG
362490,Simulation
362500,Action
362500,"Free to Play"
362520,Action
362520,"Free to Play"
362530,Action
362530,"Free to Play"
362540,Action
362540,"Free to Play"
362550,Action
362550,"Free to Play"
362560,Action
362560,"Free to Play"
362570,Action
362570,"Free to Play"
362580,Action
362580,"Free to Play"
362590,Action
362590,"Free to Play"
362610,Indie
362610,Racing
362620,"Early Access"
362620,Indie
362620,Simulation
362620,Strategy
362630,Indie
362640,Action
362640,"Free to Play"
362640,"Massively Multiplayer"
362640,RPG
362641,Action
362641,"Free to Play"
362641,"Massively Multiplayer"
362641,RPG
362660,Adventure
362660,Indie
362660,Simulation
362680,Adventure
362680,Indie
362700,Action
362700,Indie
362700,Racing
362710,Indie
362740,Adventure
362750,"Animation & Modeling"
362750,"Design & Illustration"
362750,"Web Publishing"
362760,Action
362760,Casual
362760,Indie
362760,Racing
362760,Strategy
362780,Simulation
362790,Casual
362800,"Early Access"
362800,Indie
362810,Action
362810,Indie
362820,Indie
362820,RPG
362820,Strategy
362830,Casual
362830,Sports
362850,Action
362850,Adventure
362850,Indie
362860,Adventure
362860,Indie
362870,"Design & Illustration"
362870,"Web Publishing"
362890,Action
362890,Adventure
362890,"Early Access"
362920,Adventure
362930,Racing
362940,Action
362940,Adventure
362940,"Early Access"
362940,Indie
362950,Adventure
362950,Casual
362950,Indie
362950,RPG
362960,Adventure
362960,RPG
362970,Indie
362980,Casual
362980,Indie
362980,RPG
363020,"Animation & Modeling"
363020,Utilities
363030,Casual
363030,Simulation
363031,Casual
363031,Simulation
363040,Indie
363040,RPG
363040,Strategy
363050,Casual
363060,Casual
363070,Casual
363090,Strategy
363110,Strategy
363130,Action
363150,Simulation
363180,Casual
363180,Indie
363180,Strategy
363200,Action
363200,Casual
363220,Action
363220,Indie
363240,Adventure
363240,Indie
363240,Strategy
363270,Action
363270,Indie
363270,Racing
363320,Action
363320,Adventure
363320,"Free to Play"
363320,Indie
363320,Simulation
363320,Strategy
363330,Adventure
363330,Casual
363350,Adventure
363350,Casual
363350,Indie
363350,Strategy
363351,Adventure
363351,Casual
363351,Indie
363351,Strategy
363360,Action
363360,"Early Access"
363360,Indie
363360,Simulation
363410,Adventure
363410,Casual
363410,Indie
363430,Racing
363430,Simulation
363440,Action
363460,Action
363460,Indie
363460,Racing
363480,Action
363480,Indie
363480,RPG
363490,Action
363490,Adventure
363490,"Early Access"
363490,Indie
363490,RPG
363490,Strategy
363500,Adventure
363500,Indie
363510,Action
363510,Adventure
363510,Casual
363510,Indie
363510,RPG
363510,Simulation
363520,Action
363520,Adventure
363520,RPG
363530,Simulation
363530,Sports
363550,"Design & Illustration"
363570,Casual
363570,Indie
363570,Strategy
363580,Indie
363600,Indie
363600,Simulation
363610,Action
363610,Indie
363620,Action
363620,Indie
363620,Simulation
363630,Action
363650,Casual
363650,Indie
363660,Simulation
363670,Indie
363680,Strategy
363730,"Free to Play"
363731,"Free to Play"
363732,"Free to Play"
363740,Adventure
363740,Indie
363770,Action
363770,Strategy
363780,Action
363780,Strategy
363781,Action
363781,Strategy
363790,Indie
363800,Indie
363800,RPG
363800,Strategy
363810,Adventure
363810,Indie
363830,Action
363830,"Free to Play"
363830,RPG
363830,Strategy
363890,"Design & Illustration"
363890,"Web Publishing"
363900,Casual
363900,Indie
363920,Action
363920,Indie
363940,Action
363940,Indie
363960,RPG
363960,Strategy
363970,Adventure
363970,Casual
363970,"Free to Play"
363970,Indie
363970,RPG
363970,Simulation
363970,Strategy
363980,Indie
363980,Simulation
364020,Action
364020,Strategy
364050,Action
364050,Adventure
364050,"Early Access"
364050,Indie
364060,Action
364060,Indie
364100,Action
364100,Indie
364110,Action
364110,"Free to Play"
364110,"Massively Multiplayer"
364110,RPG
364130,Action
364130,Indie
364170,Action
364170,Adventure
364170,"Free to Play"
364170,Indie
364180,Casual
364180,Indie
364190,Indie
364200,Casual
364200,Indie
364200,Strategy
364210,Casual
364210,RPG
364210,Simulation
364210,Strategy
364240,"Photo Editing"
364240,Utilities
364240,"Video Production"
364250,Action
364260,Adventure
364260,Casual
364260,Indie
364260,RPG
364270,Indie
364270,RPG
364270,Strategy
364300,"Early Access"
364300,Indie
364300,Simulation
364300,Strategy
364320,Simulation
364321,Simulation
364322,Simulation
364323,Simulation
364324,Simulation
364325,Simulation
364326,Simulation
364327,Simulation
364328,Simulation
364329,Simulation
364340,Simulation
364350,Adventure
364350,Indie
364370,Action
364370,Adventure
364370,Indie
364380,Simulation
364390,Adventure
364390,Indie
364400,Action
364400,Adventure
364400,Indie
364400,Racing
364410,Adventure
364410,Casual
364410,Indie
364410,RPG
364410,Simulation
364420,Action
364420,Adventure
364420,"Early Access"
364420,Indie
364420,RPG
364450,Indie
364480,Casual
364480,Indie
364500,Action
364500,Indie
364500,Strategy
364510,Action
364510,Indie
364510,RPG
364640,Casual
364640,Indie
364640,RPG
364640,Strategy
364660,Casual
364660,Indie
364670,Action
364670,Adventure
364670,Casual
364670,"Early Access"
364670,Indie
364670,RPG
364670,Strategy
364690,Action
364690,Adventure
364690,Indie
364700,Action
364700,Indie
364710,Action
364710,Indie
364720,Action
364720,Indie
364750,Indie
364770,Action
364770,Adventure
364770,Indie
364790,Adventure
364790,Indie
364790,RPG
364800,Action
364800,Adventure
364800,Simulation
364810,Action
364810,Adventure
364810,Simulation
364830,Action
364830,Indie
364840,Action
364840,Racing
364850,Casual
364850,Strategy
364890,Action
364890,Casual
364890,Indie
364900,Action
364900,Indie
364920,Adventure
364920,Indie
364930,Casual
364940,Casual
364940,Indie
364960,"Early Access"
364960,Indie
364960,Sports
364960,Strategy
364970,"Animation & Modeling"
364970,"Design & Illustration"
364970,Education
364970,"Software Training"
364970,Utilities
365000,Action
365000,Indie
365020,Action
365020,Adventure
365020,Indie
365050,"Free to Play"
365050,Indie
365050,Strategy
365060,Action
365060,Adventure
365060,Indie
365060,RPG
365070,Adventure
365070,Casual
365070,"Free to Play"
365070,Indie
365070,Simulation
365080,Indie
365080,RPG
365090,Action
365090,Indie
365110,Indie
365110,RPG
365120,Action
365120,Adventure
365120,Indie
365140,Adventure
365140,Simulation
365150,Adventure
365160,Adventure
365160,"Early Access"
365160,Indie
365190,"Early Access"
365190,Indie
365190,Strategy
365200,Action
365200,Casual
365200,Indie
365210,Indie
365210,RPG
365220,Indie
365220,RPG
365240,Strategy
365260,Simulation
365260,Strategy
365270,"Free to Play"
365270,Indie
365270,RPG
365270,Strategy
365280,Adventure
365280,Casual
365280,Indie
365290,"Early Access"
365290,Indie
365310,Action
365310,Casual
365310,Indie
365310,Racing
365320,Indie
365330,Action
365330,Indie
365340,Action
365340,Adventure
365340,Indie
365350,Adventure
365350,Casual
365350,Indie
365350,Simulation
365360,"Early Access"
365360,Indie
365360,RPG
365360,Strategy
365400,Action
365400,Adventure
365400,Casual
365400,Indie
365400,RPG
365420,Action
365420,Adventure
365420,Casual
365420,Indie
365420,RPG
365420,Simulation
365420,Strategy
365430,Indie
365450,Indie
365450,Simulation
365460,Racing
365470,Action
365470,Casual
365470,"Free to Play"
365470,"Massively Multiplayer"
365470,Sports
365470,Strategy
365480,RPG
365480,Strategy
365490,Casual
365500,Indie
365510,Casual
365510,Indie
365520,Action
365520,Adventure
365530,Action
365530,Adventure
365540,Action
365540,Indie
365540,Simulation
365560,Strategy
365580,Indie
365590,Action
365590,Adventure
365590,RPG
365620,Action
365620,Adventure
365620,"Massively Multiplayer"
365620,Simulation
365630,Adventure
365630,Indie
365630,Simulation
365660,Action
365660,Indie
365660,Sports
365670,"Animation & Modeling"
365670,"Design & Illustration"
365670,"Video Production"
365680,Action
365680,Indie
365720,RPG
365730,Adventure
365730,Indie
365750,Sports
365760,Action
365760,Indie
365770,Action
365770,Indie
365800,Indie
365800,Simulation
365800,Strategy
365810,Action
365810,Adventure
365810,Casual
365810,"Early Access"
365810,Indie
365810,Simulation
365820,Strategy
365840,Action
365840,"Free to Play"
365850,Action
365850,Indie
365860,Action
365870,Action
365870,Adventure
365870,Indie
365870,RPG
365880,Adventure
365880,Indie
365890,Strategy
365900,Adventure
365900,Casual
365900,Indie
365900,RPG
365930,Action
365930,Indie
365940,Adventure
365940,Indie
365940,RPG
365940,Strategy
365960,Racing
365960,Simulation
365960,Sports
365970,Adventure
365970,Indie
365970,RPG
365970,Simulation
366010,Action
366010,Indie
366040,Action
366040,Adventure
366040,Indie
366050,Adventure
366050,Casual
366050,Indie
366050,Sports
366060,Action
366060,Adventure
366060,"Early Access"
366060,Indie
366060,RPG
366080,Action
366080,Indie
366080,RPG
366100,Casual
366100,Indie
366100,RPG
366100,Strategy
366120,Action
366120,Indie
366121,Action
366121,Indie
366122,Action
366122,Indie
366130,Indie
366130,Simulation
366130,Strategy
366140,Adventure
366140,Casual
366140,Indie
366140,RPG
366140,Simulation
366160,Action
366160,"Massively Multiplayer"
366160,RPG
366180,Action
366180,Adventure
366180,Casual
366180,Indie
366190,"Animation & Modeling"
366190,"Design & Illustration"
366190,Utilities
366190,"Web Publishing"
366210,Casual
366210,Indie
366210,Strategy
366220,Adventure
366220,Indie
366220,RPG
366230,Sports
366250,Action
366260,Action
366290,"Early Access"
366290,Simulation
366290,Sports
366310,Action
366310,"Massively Multiplayer"
366310,Racing
366350,Indie
366400,Action
366400,Indie
366410,Casual
366410,Indie
366420,Action
366420,Indie
366430,Adventure
366430,Indie
366430,RPG
366450,Action
366450,Indie
366450,Simulation
366460,Action
366460,Indie
366480,Action
366480,Indie
366480,RPG
366480,Strategy
366510,RPG
366530,"Animation & Modeling"
366530,"Design & Illustration"
366530,Education
366530,"Software Training"
366530,Utilities
366550,"Design & Illustration"
366570,Adventure
366580,Indie
366580,Simulation
366580,Strategy
366590,Indie
366600,Action
366600,Adventure
366600,Indie
366610,Action
366610,Adventure
366610,Casual
366610,Indie
366620,Action
366620,"Early Access"
366620,Indie
366630,Indie
366640,Action
366640,Adventure
366640,Indie
366640,RPG
366650,"Massively Multiplayer"
366650,Strategy
366660,Action
366660,RPG
366670,Adventure
366670,Casual
366670,Indie
366680,Adventure
366680,Casual
366680,Indie
366680,Simulation
366680,Strategy
366690,Action
366690,Casual
366690,Indie
366690,Simulation
366690,Sports
366690,Strategy
366700,Action
366700,Casual
366700,Indie
366710,Adventure
366710,Casual
366710,Indie
366710,RPG
366730,Adventure
366730,Indie
366730,RPG
366740,Adventure
366740,Casual
366740,Indie
366740,RPG
366740,Strategy
366760,Casual
366760,Indie
366760,Sports
366760,Strategy
366780,Adventure
366780,Indie
366800,Adventure
366800,"Free to Play"
366800,Indie
366810,Action
366810,Adventure
366810,Casual
366810,Indie
366810,RPG
366820,Indie
366820,Simulation
366842,Action
366842,Adventure
366843,Action
366843,Adventure
366844,Action
366844,Adventure
366860,Action
366860,"Early Access"
366860,"Massively Multiplayer"
366870,Adventure
366870,Indie
366890,Action
366890,Adventure
366890,Casual
366890,Indie
366900,Action
366900,Casual
366900,Indie
366900,Racing
366900,Simulation
366910,Indie
366910,Simulation
366910,Strategy
366930,"Animation & Modeling"
366930,Utilities
366960,Action
366960,Indie
366970,Action
366970,Indie
366990,Casual
366990,Indie
367000,Casual
367000,Indie
367010,Adventure
367010,"Early Access"
367010,Indie
367020,Adventure
367020,Indie
367020,Simulation
367030,Action
367030,Adventure
367030,"Early Access"
367030,Indie
367040,Action
367040,Indie
367050,Action
367050,Casual
367050,Indie
367060,Action
367060,Indie
367080,Action
367080,Adventure
367080,Indie
367080,RPG
367090,Action
367090,Indie
367090,Sports
367110,Adventure
367110,Indie
367110,RPG
367120,Casual
367120,Simulation
367140,Action
367140,Indie
367160,Adventure
367160,Indie
367160,Simulation
367180,Action
367180,"Free to Play"
367180,Indie
367190,Indie
367210,Action
367210,Adventure
367210,Indie
367220,Casual
367220,Simulation
367220,Strategy
367240,Action
367240,Adventure
367240,"Early Access"
367240,RPG
367250,RPG
367260,Action
367260,Casual
367260,Indie
367270,Action
367270,"Early Access"
367270,Simulation
367280,Adventure
367280,Casual
367280,Indie
367280,RPG
367280,Simulation
367290,Action
367290,"Free to Play"
367290,Indie
367290,Strategy
367300,Action
367300,Indie
367330,Casual
367330,Indie
367330,Simulation
367330,Strategy
367340,Action
367340,Indie
367340,Strategy
367350,Action
367350,Indie
367380,Adventure
367380,Casual
367380,"Free to Play"
367380,Indie
367380,Simulation
367410,RPG
367411,RPG
367412,RPG
367413,RPG
367414,RPG
367415,RPG
367430,Action
367430,Casual
367430,Indie
367430,Sports
367450,"Early Access"
367450,Indie
367450,Simulation
367480,Action
367480,Adventure
367500,Action
367500,Adventure
367500,RPG
367550,Simulation
367550,Sports
367550,Strategy
367570,Action
367570,Indie
367580,Casual
367580,Indie
367600,Action
367600,Indie
367600,Strategy
367640,Adventure
367640,Indie
367660,Action
367660,Indie
367670,Utilities
367700,Indie
367700,Racing
367700,Simulation
367700,Sports
367710,Casual
367710,Indie
367710,Strategy
367780,Action
367780,Indie
367800,Action
367800,Casual
367800,Indie
367810,Action
367810,Indie
367820,"Early Access"
367820,RPG
367850,Adventure
367850,Casual
367850,Indie
367890,Action
367990,Action
367990,Simulation
367990,Sports
368050,Action
368050,Indie
368050,Strategy
368080,Action
368080,Adventure
368080,Indie
368080,RPG
368140,Adventure
368140,Indie
368150,Adventure
368150,Casual
368150,Indie
368160,Casual
368160,Indie
368180,Action
368180,"Early Access"
368180,Indie
368180,Racing
368180,Simulation
368190,Adventure
368220,Simulation
368220,Strategy
368230,Indie
368230,Simulation
368230,Strategy
368250,Adventure
368250,Casual
368250,Indie
368250,RPG
368290,Indie
368310,Casual
368310,Indie
368310,Simulation
368320,Action
368320,Indie
368340,"Early Access"
368340,RPG
368350,Action
368350,Indie
368350,Racing
368360,Adventure
368360,Casual
368360,Indie
368360,Simulation
368360,Strategy
368370,Adventure
368370,Indie
368370,Simulation
368400,Action
368400,Indie
368401,Action
368401,Indie
368410,Adventure
368410,Casual
368410,Indie
368410,RPG
368430,Adventure
368430,Indie
368440,Action
368440,Indie
368450,Adventure
368450,Indie
368470,"Animation & Modeling"
368470,"Design & Illustration"
368470,Education
368470,"Photo Editing"
368470,"Software Training"
368470,Utilities
368470,"Video Production"
368500,Action
368500,Adventure
368510,Adventure
368510,Casual
368510,Indie
368510,RPG
368540,Adventure
368540,Indie
368540,RPG
368550,Adventure
368550,Indie
368570,Indie
368590,Indie
368600,Action
368600,Simulation
368610,Indie
368610,RPG
368620,Action
368620,Adventure
368620,Indie
368620,RPG
368640,Adventure
368640,Strategy
368650,Adventure
368650,Indie
368670,"Software Training"
368680,Action
368680,"Early Access"
368680,Indie
368690,Action
368690,Indie
368700,Action
368700,Indie
368710,Casual
368710,Indie
368710,Strategy
368720,Action
368720,"Early Access"
368720,Indie
368720,"Massively Multiplayer"
368720,Simulation
368730,Action
368730,Adventure
368730,Casual
368730,Indie
368740,Action
368740,Indie
368740,Racing
368750,"Early Access"
368750,"Free to Play"
368750,Indie
368750,"Massively Multiplayer"
368750,RPG
368760,Adventure
368760,Indie
368760,RPG
368770,Casual
368770,Indie
368770,Strategy
368780,Casual
368780,Indie
368780,Strategy
368790,Adventure
368790,"Early Access"
368790,Indie
368790,RPG
368820,Adventure
368820,Casual
368820,Indie
368820,RPG
368830,Action
368830,Adventure
368830,Indie
368840,Casual
368840,Simulation
368860,Action
368860,"Early Access"
368860,Indie
368870,Action
368870,RPG
368880,Adventure
368880,Casual
368890,Adventure
368890,Indie
368900,Action
368900,Adventure
368900,Casual
368900,Indie
368910,Action
368910,Adventure
368910,Casual
368910,Indie
368910,Simulation
368920,Action
368920,Adventure
368920,Indie
368950,"Free to Play"
368950,Indie
368960,Indie
368960,"Massively Multiplayer"
368960,RPG
368970,Adventure
368970,Indie
368980,Action
368980,"Early Access"
368990,Action
368990,Adventure
368990,Indie
369000,Action
369000,Adventure
369000,Casual
369000,Indie
369000,Strategy
369010,Action
369010,Adventure
369010,Indie
369040,Action
369040,Adventure
369040,Casual
369040,Indie
369040,Simulation
369040,Strategy
369050,Indie
369050,Strategy
369060,Action
369060,Adventure
369060,Indie
369070,Action
369070,Indie
369080,Action
369080,Adventure
369080,"Early Access"
369080,Indie
369080,Simulation
369100,Action
369100,Adventure
369100,Indie
369100,Simulation
369110,Action
369110,Indie
369110,RPG
369120,Adventure
369130,RPG
369130,Strategy
369131,RPG
369131,Strategy
369150,Simulation
369150,Strategy
369180,Action
369180,Casual
369180,Indie
369180,RPG
369190,"Animation & Modeling"
369190,"Design & Illustration"
369190,"Early Access"
369190,Education
369190,Utilities
369200,Action
369200,"Early Access"
369200,"Massively Multiplayer"
369210,Action
369210,Casual
369210,"Free to Play"
369210,Indie
369230,Action
369270,Action
369270,Casual
369270,"Early Access"
369270,Indie
369270,Simulation
369270,Sports
369280,Casual
369290,Adventure
369300,Adventure
369310,Casual
369310,Indie
369310,Strategy
369320,"Massively Multiplayer"
369320,RPG
369321,"Massively Multiplayer"
369321,RPG
369322,"Massively Multiplayer"
369322,RPG
369324,"Massively Multiplayer"
369324,RPG
369325,"Massively Multiplayer"
369325,RPG
369340,Casual
369340,Indie
369350,Action
369350,Adventure
369350,Indie
369350,RPG
369360,Action
369360,Casual
369360,Indie
369370,Strategy
369380,Action
369380,Casual
369380,Indie
369390,Simulation
369390,Strategy
369400,Casual
369400,"Free to Play"
369400,Indie
369400,Strategy
369410,Indie
369420,Adventure
369420,Casual
369430,Action
369430,Indie
369450,Adventure
369450,Casual
369450,Indie
369450,RPG
369450,Simulation
369460,"Early Access"
369460,Indie
369460,Simulation
369470,Action
369470,Indie
369490,Action
369490,"Free to Play"
369490,"Massively Multiplayer"
369490,RPG
369500,Action
369500,Casual
369500,"Free to Play"
369500,RPG
369500,Simulation
369500,Strategy
369501,Action
369501,Casual
369501,"Free to Play"
369501,RPG
369501,Simulation
369501,Strategy
369502,Action
369502,Casual
369502,"Free to Play"
369502,RPG
369502,Simulation
369502,Strategy
369503,Action
369503,Casual
369503,"Free to Play"
369503,RPG
369503,Simulation
369503,Strategy
369504,Action
369504,Casual
369504,"Free to Play"
369504,RPG
369504,Simulation
369504,Strategy
369505,Action
369505,Casual
369505,"Free to Play"
369505,RPG
369505,Simulation
369505,Strategy
369506,Action
369506,Casual
369506,"Free to Play"
369506,RPG
369506,Simulation
369506,Strategy
369507,Action
369507,Casual
369507,"Free to Play"
369507,RPG
369507,Simulation
369507,Strategy
369508,Action
369508,Casual
369508,"Free to Play"
369508,RPG
369508,Simulation
369508,Strategy
369509,Action
369509,Casual
369509,"Free to Play"
369509,RPG
369509,Simulation
369509,Strategy
369510,Action
369510,Casual
369510,"Free to Play"
369510,RPG
369510,Simulation
369510,Strategy
369511,Action
369511,Casual
369511,"Free to Play"
369511,RPG
369511,Simulation
369511,Strategy
369530,Action
369530,Adventure
369530,"Early Access"
369530,Indie
369530,Simulation
369530,Strategy
369550,Action
369550,"Early Access"
369550,Indie
369560,Action
369560,Adventure
369560,Casual
369560,"Early Access"
369560,Indie
369570,Indie
369570,Racing
369580,Casual
369610,Action
369610,Indie
369640,Adventure
369640,Indie
369650,Action
369650,"Free to Play"
369650,"Massively Multiplayer"
369650,RPG
369660,Action
369660,"Free to Play"
369660,"Massively Multiplayer"
369660,RPG
369670,Action
369670,"Free to Play"
369670,"Massively Multiplayer"
369670,RPG
369700,Action
369700,Adventure
369700,RPG
369710,Action
369710,Adventure
369710,Casual
369710,"Free to Play"
369710,RPG
369710,Strategy
369720,Action
369720,Adventure
369720,Casual
369720,"Free to Play"
369720,RPG
369720,Strategy
369730,"Design & Illustration"
369740,Indie
369760,Casual
369760,Simulation
369761,Casual
369761,Simulation
369762,Casual
369762,Simulation
369763,Casual
369763,Simulation
369764,Casual
369764,Simulation
369765,Casual
369765,Simulation
369766,Casual
369766,Simulation
369767,Casual
369767,Simulation
369768,Casual
369768,Simulation
369769,Casual
369769,Simulation
369770,Casual
369770,Simulation
369771,Casual
369771,Simulation
369772,Casual
369772,Simulation
369773,Casual
369773,Simulation
369774,Casual
369774,Simulation
369775,Casual
369775,Simulation
369776,Casual
369776,Simulation
369777,Casual
369777,Simulation
369778,Casual
369778,Simulation
369779,Casual
369779,Simulation
369780,Casual
369780,Simulation
369781,Casual
369781,Simulation
369782,Casual
369782,Simulation
369783,Casual
369783,Simulation
369784,Casual
369784,Simulation
369785,Casual
369785,Simulation
369786,Casual
369786,Simulation
369787,Casual
369787,Simulation
369788,Casual
369788,Simulation
369789,Casual
369789,Simulation
369790,Casual
369790,Simulation
369791,Casual
369791,Simulation
369792,Casual
369792,Simulation
369793,Casual
369793,Simulation
369794,Casual
369794,Simulation
369795,Casual
369795,Simulation
369796,Casual
369796,Simulation
369797,Casual
369797,Simulation
369798,Casual
369798,Simulation
369799,Casual
369799,Simulation
369800,Casual
369800,Simulation
369801,Casual
369801,Simulation
369802,Casual
369802,Simulation
369803,Casual
369803,Simulation
369804,Casual
369804,Simulation
369805,Casual
369805,Simulation
369806,Casual
369806,Simulation
369807,Casual
369807,Simulation
369808,Casual
369808,Simulation
369809,Casual
369809,Simulation
369810,Casual
369810,Simulation
369811,Casual
369811,Simulation
369812,Casual
369812,Simulation
369813,Casual
369813,Simulation
369814,Casual
369814,Simulation
369815,Casual
369815,Simulation
